loan_id,user_id,loan_amount,origination_date,term_months,age,annual_income,credit_score,employment_status,is_default,origination_month,cohort_type
182,6735,5000,2024-05-30,24,46,56264.376234107316,795,Self-Employed,0,2024-05,Bad
183,5017,5000,2024-07-31,24,67,105321.7092676782,674,Contractor,0,2024-07,Good
184,6510,25000,2024-08-10,36,56,75301.77842665059,424,Self-Employed,1,2024-08,Good
185,2961,25000,2024-01-16,24,38,81453.57590006408,414,Contractor,1,2024-01,Bad
186,4944,10000,2024-05-20,36,46,26646.882663778713,632,Self-Employed,0,2024-05,Bad
187,9445,25000,2024-09-14,12,56,68373.48825408124,762,Self-Employed,1,2024-09,Bad
188,8917,25000,2024-04-23,24,40,102081.47212141477,808,Self-Employed,0,2024-04,Good
189,1307,5000,2024-11-16,12,27,64423.736097863344,701,Employed,0,2024-11,Good
190,760,5000,2024-01-26,12,40,51011.34286776328,371,Employed,1,2024-01,Bad
191,5239,25000,2024-10-12,12,36,127579.29477264277,698,Employed,0,2024-10,Bad
192,227,10000,2024-02-07,12,34,38157.783527056185,710,Self-Employed,0,2024-02,Good
193,4798,5000,2024-01-25,12,29,64823.427386229254,619,Employed,0,2024-01,Bad
194,8500,5000,2024-02-21,36,51,95652.61463335171,604,Self-Employed,0,2024-02,Good
195,3379,15000,2024-12-04,36,60,52034.0500628856,396,Self-Employed,1,2024-12,Bad
196,6713,25000,2024-03-31,12,49,65314.39424000786,819,Employed,0,2024-03,Bad
197,9710,15000,2024-05-17,12,30,48490.46573661152,685,Self-Employed,1,2024-05,Bad
198,9724,25000,2024-07-27,24,40,117493.81369989974,369,Employed,1,2024-07,Good
199,5209,10000,2024-03-01,12,50,54028.750238045715,736,Employed,0,2024-03,Bad
200,7443,15000,2024-04-20,36,24,88742.50960694674,704,Employed,0,2024-04,Good
201,4749,5000,2024-09-14,36,27,115110.58259187927,515,Contractor,0,2024-09,Bad
202,8989,25000,2024-12-02,36,37,41807.14269289079,625,Employed,1,2024-12,Bad
203,7046,25000,2024-05-14,36,36,72531.06200228476,810,Self-Employed,0,2024-05,Bad
204,7625,15000,2024-02-29,12,41,64873.97824441178,641,Self-Employed,0,2024-02,Good
205,1780,15000,2024-07-07,36,21,49243.76762488909,780,Employed,0,2024-07,Good
206,7064,10000,2024-12-01,36,31,66097.70754692893,459,Employed,1,2024-12,Bad
207,586,5000,2024-04-22,36,25,71235.44219212604,803,Employed,1,2024-04,Good
208,1379,10000,2024-01-27,24,66,100410.29479250731,342,Employed,0,2024-01,Bad
209,5708,5000,2024-01-01,12,21,55749.438354068894,613,Employed,0,2024-01,Bad
210,5443,5000,2024-08-01,36,32,69557.00558844674,490,Employed,0,2024-08,Good
211,6930,25000,2024-03-26,36,43,33719.30211555811,382,Self-Employed,0,2024-03,Bad
212,6421,5000,2024-06-03,12,64,46929.13012054376,414,Employed,1,2024-06,Bad
213,4032,15000,2024-03-20,36,34,72050.90526155551,668,Employed,0,2024-03,Bad
214,7443,25000,2024-02-29,36,24,88742.50960694674,704,Employed,0,2024-02,Good
215,6361,10000,2024-11-04,36,35,56158.68612796122,331,Self-Employed,0,2024-11,Good
216,1848,5000,2024-02-05,24,55,109598.06488004423,329,Employed,1,2024-02,Good
217,1042,25000,2024-10-17,36,51,67049.72034561799,416,Employed,1,2024-10,Bad
218,4840,15000,2024-10-15,36,36,70943.29319764965,482,Employed,0,2024-10,Bad
219,7352,10000,2024-11-20,12,27,63188.057010149125,357,Employed,0,2024-11,Good
220,7786,25000,2024-12-28,12,50,56900.47873248557,525,Employed,0,2024-12,Bad
221,243,25000,2024-06-23,24,49,82229.11142685839,358,Contractor,0,2024-06,Bad
222,5546,15000,2024-12-19,12,45,52450.20099546989,688,Employed,1,2024-12,Bad
223,2101,15000,2024-12-17,12,67,58077.76610577991,722,Employed,0,2024-12,Bad
224,9442,5000,2024-03-29,24,67,58567.08748526831,826,Employed,0,2024-03,Bad
225,1738,10000,2024-02-28,36,51,59368.43393771616,569,Employed,1,2024-02,Good
226,2755,25000,2024-03-01,12,62,37559.72544310683,542,Employed,1,2024-03,Bad
227,1393,15000,2024-08-29,12,36,54917.80520222653,693,Employed,0,2024-08,Good
228,8440,15000,2024-10-09,24,57,44355.772613296045,449,Employed,0,2024-10,Bad
229,7736,25000,2024-08-12,12,18,79019.03170013933,797,Employed,1,2024-08,Good
230,7644,15000,2024-08-09,12,66,81334.20959489714,710,Employed,1,2024-08,Good
231,9878,15000,2024-03-30,36,56,70589.98636114763,341,Employed,0,2024-03,Bad
232,4017,5000,2024-01-15,24,61,38562.13324266421,608,Employed,0,2024-01,Bad
233,3433,25000,2024-12-30,36,28,86598.08874906115,541,Self-Employed,0,2024-12,Bad
234,4527,5000,2024-07-03,36,55,55264.910961865586,664,Employed,1,2024-07,Good
235,7785,10000,2024-07-22,36,62,68418.66256621158,466,Employed,0,2024-07,Good
236,2082,15000,2024-02-10,24,51,56446.283721819025,570,Employed,0,2024-02,Good
237,9540,5000,2024-06-19,12,65,42444.04493213083,792,Employed,0,2024-06,Bad
238,5576,25000,2024-09-24,36,39,130809.65511693746,308,Employed,0,2024-09,Bad
239,5345,10000,2024-07-14,24,48,48432.712912799114,571,Contractor,0,2024-07,Good
240,4737,10000,2024-09-06,12,64,90676.51067182544,352,Employed,0,2024-09,Bad
241,133,5000,2024-07-13,24,52,66915.22676129149,383,Employed,0,2024-07,Good
242,1855,5000,2024-08-17,36,40,85292.63929033163,552,Employed,0,2024-08,Good
243,6051,15000,2024-04-05,24,66,35850.64535798847,609,Employed,0,2024-04,Good
244,5078,5000,2024-08-05,36,63,75647.77417753529,791,Employed,0,2024-08,Good
245,5341,5000,2024-01-04,24,57,20000.0,745,Self-Employed,0,2024-01,Bad
246,8593,5000,2024-01-05,36,30,27368.020595963986,496,Self-Employed,1,2024-01,Bad
247,606,10000,2024-02-15,12,26,75708.55126651813,326,Self-Employed,1,2024-02,Good
248,132,25000,2024-11-26,24,54,59057.91707597539,791,Contractor,0,2024-11,Good
249,7072,5000,2024-05-05,24,39,20000.0,757,Self-Employed,1,2024-05,Bad
250,6158,10000,2024-05-16,12,31,46433.52085569054,393,Employed,0,2024-05,Bad
251,6579,10000,2024-05-15,36,58,79710.90450600768,475,Employed,1,2024-05,Bad
252,6614,5000,2024-11-09,36,56,63562.425780127094,633,Employed,0,2024-11,Good
253,4507,10000,2024-12-24,36,30,90678.77589732877,752,Employed,0,2024-12,Bad
254,804,15000,2024-11-14,12,62,27649.055167756233,571,Self-Employed,0,2024-11,Good
255,5193,25000,2024-07-07,24,63,87944.20494487844,791,Employed,0,2024-07,Good
256,4290,15000,2024-05-22,24,24,66114.2402722318,667,Self-Employed,1,2024-05,Bad
257,3634,25000,2024-03-13,24,52,70793.27355075981,304,Employed,0,2024-03,Bad
258,2677,10000,2024-06-26,12,19,43300.6144367917,460,Self-Employed,1,2024-06,Bad
259,1216,5000,2024-12-15,36,27,67186.84384201848,542,Employed,0,2024-12,Bad
260,2478,5000,2024-08-13,36,42,113588.22202805494,508,Self-Employed,0,2024-08,Good
261,2265,10000,2024-10-04,36,67,79740.980783935,438,Self-Employed,0,2024-10,Bad
262,7791,5000,2024-08-25,24,24,57234.269004077985,834,Employed,0,2024-08,Good
263,970,10000,2024-04-03,12,43,53244.91653036722,312,Employed,1,2024-04,Good
264,6629,15000,2024-11-25,36,62,90210.39924857479,331,Contractor,1,2024-11,Good
265,601,10000,2024-07-15,36,42,67069.32259463564,563,Employed,0,2024-07,Good
266,4456,10000,2024-03-04,24,66,59693.89225400174,651,Employed,0,2024-03,Bad
267,5942,15000,2024-05-29,36,58,74302.03696668465,335,Employed,1,2024-05,Bad
268,9525,15000,2024-05-20,24,27,74372.6921575194,638,Employed,1,2024-05,Bad
269,2717,10000,2024-08-18,36,32,89857.47066719059,725,Employed,0,2024-08,Good
270,782,15000,2024-09-01,24,44,28036.326575030027,710,Contractor,0,2024-09,Bad
271,1435,25000,2024-10-29,24,27,123117.47285808544,726,Employed,0,2024-10,Bad
272,4339,15000,2024-12-12,36,54,72159.66859888476,461,Self-Employed,0,2024-12,Bad
273,9209,5000,2024-10-03,24,18,64607.80083107655,493,Self-Employed,0,2024-10,Bad
274,2703,15000,2024-01-31,36,62,81563.40083496533,770,Employed,0,2024-01,Bad
275,3992,15000,2024-02-07,36,53,57483.14098890794,383,Employed,0,2024-02,Good
276,8652,10000,2024-02-08,12,26,95247.34900047761,817,Employed,0,2024-02,Good
277,7533,15000,2024-06-12,36,23,102801.69872853633,600,Employed,0,2024-06,Bad
278,7246,25000,2024-12-21,36,30,84649.8203175783,545,Employed,0,2024-12,Bad
279,3641,10000,2024-09-23,12,62,52625.88622773248,653,Self-Employed,0,2024-09,Bad
280,532,25000,2024-03-09,12,47,86904.34829232687,521,Self-Employed,1,2024-03,Bad
281,1978,5000,2024-10-16,24,52,87462.79261378912,428,Self-Employed,0,2024-10,Bad
282,3765,10000,2024-08-16,12,62,20000.0,676,Self-Employed,0,2024-08,Good
283,291,10000,2024-09-17,12,43,54634.32748570342,569,Employed,1,2024-09,Bad
284,6078,5000,2024-01-20,24,45,68337.48547653429,694,Self-Employed,0,2024-01,Bad
285,7869,5000,2024-03-03,12,50,29173.989884553645,381,Self-Employed,1,2024-03,Bad
286,3576,25000,2024-10-27,36,26,65584.63036646269,408,Employed,0,2024-10,Bad
287,4650,15000,2024-06-18,12,24,95808.2151303666,490,Self-Employed,1,2024-06,Bad
288,6615,10000,2024-01-13,24,41,53112.88147026393,675,Employed,1,2024-01,Bad
289,513,10000,2024-05-16,36,46,29723.57922334795,750,Self-Employed,0,2024-05,Bad
290,1640,25000,2024-08-11,24,40,63126.8360970388,747,Self-Employed,0,2024-08,Good
291,8447,10000,2024-04-03,12,43,66384.92279458336,777,Employed,0,2024-04,Good
292,4817,5000,2024-06-25,36,57,95089.4513633365,820,Employed,0,2024-06,Bad
293,5850,10000,2024-12-13,12,44,73417.80738551528,636,Employed,0,2024-12,Bad
294,2638,15000,2024-12-22,24,25,81751.2417953881,630,Employed,1,2024-12,Bad
295,1966,5000,2024-06-04,24,64,76906.00883469165,368,Employed,1,2024-06,Bad
296,51,25000,2024-04-30,12,31,103362.05254486288,373,Employed,1,2024-04,Good
297,800,25000,2024-06-19,24,19,56454.45449384661,345,Employed,0,2024-06,Bad
298,8292,10000,2024-07-16,12,67,77726.1286199286,329,Employed,0,2024-07,Good
299,9940,5000,2024-06-17,24,49,93964.13732055805,374,Employed,0,2024-06,Bad
300,6643,5000,2024-06-20,24,20,44507.124428315255,341,Employed,1,2024-06,Bad
301,237,5000,2024-06-05,24,36,25439.300649409,654,Employed,1,2024-06,Bad
302,472,10000,2024-11-19,24,64,94056.48993764167,543,Employed,0,2024-11,Good
303,2205,10000,2024-07-28,36,62,68451.96021043867,798,Employed,0,2024-07,Good
304,7182,25000,2024-10-07,36,33,70480.10469083971,767,Employed,1,2024-10,Bad
305,6260,15000,2024-07-14,12,56,101766.54976630723,689,Self-Employed,0,2024-07,Good
306,8331,5000,2024-09-26,12,61,68253.23595245105,527,Self-Employed,0,2024-09,Bad
307,1384,10000,2024-07-05,12,21,68491.34223913377,771,Employed,0,2024-07,Good
308,4502,10000,2024-03-02,12,61,39867.12185006912,384,Self-Employed,1,2024-03,Bad
309,1713,15000,2024-05-24,24,47,20000.0,472,Employed,1,2024-05,Bad
310,9143,10000,2024-08-13,24,20,20000.0,705,Employed,0,2024-08,Good
311,6711,10000,2024-04-26,24,61,123325.41045631721,524,Employed,0,2024-04,Good
312,3797,10000,2024-07-24,12,68,75587.69685055094,356,Employed,1,2024-07,Good
313,2374,5000,2024-12-21,36,30,110494.29468281494,593,Employed,0,2024-12,Bad
314,9550,15000,2024-03-06,12,20,45934.427089111996,587,Employed,0,2024-03,Bad
315,4425,25000,2024-10-27,36,22,85754.0343086576,624,Employed,0,2024-10,Bad
316,5420,15000,2024-11-22,36,49,40565.89706290723,782,Employed,1,2024-11,Good
317,1700,15000,2024-01-28,24,64,71125.96660788514,488,Employed,1,2024-01,Bad
318,4111,25000,2024-11-10,24,57,61133.757335979164,496,Self-Employed,1,2024-11,Good
319,3373,25000,2024-09-20,12,23,67873.5442939783,583,Employed,0,2024-09,Bad
320,8826,10000,2024-08-08,12,45,73799.02685520139,390,Employed,0,2024-08,Good
321,5582,10000,2024-01-10,36,32,43857.76721383694,367,Employed,1,2024-01,Bad
322,9321,10000,2024-10-03,36,55,31791.205212178313,784,Contractor,1,2024-10,Bad
323,2387,5000,2024-10-17,24,29,69574.86124113151,440,Self-Employed,1,2024-10,Bad
324,8584,5000,2024-01-04,36,69,97938.520475435,346,Employed,1,2024-01,Bad
325,169,15000,2024-06-29,36,32,83226.59112505912,776,Employed,0,2024-06,Bad
326,3966,5000,2024-03-25,12,68,68036.52660498864,543,Employed,1,2024-03,Bad
327,3209,5000,2024-01-25,12,22,38739.05928110082,346,Employed,0,2024-01,Bad
328,9378,25000,2024-01-20,36,35,68138.96306183944,657,Employed,0,2024-01,Bad
329,8173,10000,2024-07-17,36,23,42551.45035899424,737,Employed,0,2024-07,Good
330,2728,25000,2024-07-17,36,27,63779.25410165742,643,Contractor,1,2024-07,Good
331,3510,10000,2024-04-05,12,51,62070.69987564061,641,Employed,0,2024-04,Good
332,7550,15000,2024-04-05,12,69,103450.40704654084,794,Employed,0,2024-04,Good
333,4478,25000,2024-10-04,24,51,72726.17087560087,433,Employed,0,2024-10,Bad
334,4721,10000,2024-02-18,24,68,69755.58054612235,830,Employed,0,2024-02,Good
335,1714,25000,2024-03-29,24,67,98204.15134893332,621,Employed,0,2024-03,Bad
336,6620,25000,2024-01-06,24,54,75507.74543713011,709,Self-Employed,0,2024-01,Bad
337,2513,10000,2024-05-25,12,25,66101.56418516499,730,Employed,0,2024-05,Bad
338,4590,5000,2024-01-12,24,44,104404.31319353447,430,Employed,0,2024-01,Bad
339,6679,25000,2024-01-28,12,57,69279.67859364157,523,Employed,1,2024-01,Bad
340,2679,15000,2024-10-01,12,26,26682.90072690665,473,Employed,0,2024-10,Bad
341,282,5000,2024-02-12,24,42,65400.63205737901,458,Employed,0,2024-02,Good
342,4927,25000,2024-04-08,12,29,20000.0,373,Self-Employed,0,2024-04,Good
343,430,15000,2024-05-22,36,24,95843.10695840482,390,Employed,0,2024-05,Bad
344,4659,15000,2024-10-18,24,40,73216.10064512021,346,Employed,1,2024-10,Bad
345,5163,10000,2024-04-06,24,56,44292.65599129003,566,Self-Employed,0,2024-04,Good
346,8106,5000,2024-03-25,36,59,28505.33320205003,369,Employed,1,2024-03,Bad
347,3213,5000,2024-10-24,24,21,66047.39802885691,365,Self-Employed,1,2024-10,Bad
348,4633,10000,2024-03-31,12,34,70188.55737221855,785,Employed,0,2024-03,Bad
349,2664,25000,2024-10-27,12,29,76762.74618446392,528,Employed,0,2024-10,Bad
350,9128,25000,2024-01-30,12,54,112547.82871656252,523,Employed,1,2024-01,Bad
351,1689,15000,2024-10-21,24,49,61674.92090174841,783,Employed,0,2024-10,Bad
352,5595,15000,2024-06-22,36,67,40151.97677061517,676,Employed,1,2024-06,Bad
353,5936,15000,2024-07-04,36,67,70051.86265403281,556,Self-Employed,0,2024-07,Good
354,9075,15000,2024-01-30,24,40,29268.328008221368,473,Employed,1,2024-01,Bad
355,817,10000,2024-09-07,12,44,62375.807310909404,843,Employed,0,2024-09,Bad
356,3867,25000,2024-04-18,12,24,20000.0,615,Employed,0,2024-04,Good
357,6189,15000,2024-07-31,24,61,47561.45143812214,840,Employed,0,2024-07,Good
358,678,5000,2024-08-05,24,61,84377.87803972715,796,Employed,0,2024-08,Good
359,2490,15000,2024-12-09,12,59,66455.3181771264,493,Self-Employed,0,2024-12,Bad
360,7233,15000,2024-06-30,24,65,56777.76258322977,525,Employed,1,2024-06,Bad
361,2447,25000,2024-12-07,36,53,30609.14778034095,682,Contractor,0,2024-12,Bad
362,1889,15000,2024-02-06,36,24,64198.812645907165,668,Employed,1,2024-02,Good
363,1721,10000,2024-12-11,24,63,87815.508063511,847,Employed,0,2024-12,Bad
364,224,25000,2024-05-29,12,66,70041.32262823137,620,Employed,0,2024-05,Bad
365,935,25000,2024-04-06,36,44,44631.0999294113,834,Employed,0,2024-04,Good
366,9505,15000,2024-01-24,24,23,43790.83658942273,388,Self-Employed,1,2024-01,Bad
367,1309,10000,2024-11-20,12,43,92074.9984629217,377,Self-Employed,0,2024-11,Good
368,8418,25000,2024-12-09,24,63,27443.36869149297,827,Contractor,0,2024-12,Bad
369,200,5000,2024-12-20,24,56,68398.1141804587,772,Self-Employed,0,2024-12,Bad
370,4107,15000,2024-05-01,24,18,103112.92952789758,491,Self-Employed,0,2024-05,Bad
371,5075,25000,2024-03-26,24,63,74797.03155613961,481,Employed,0,2024-03,Bad
372,3994,15000,2024-06-09,24,44,56673.80947561194,743,Employed,0,2024-06,Bad
373,7073,5000,2024-01-17,12,41,44217.80261295274,429,Employed,0,2024-01,Bad
374,3934,15000,2024-08-31,36,69,66643.44150118218,508,Employed,1,2024-08,Good
375,6934,15000,2024-09-24,12,21,82599.11691985583,756,Employed,0,2024-09,Bad
376,1598,10000,2024-10-12,36,64,72367.98132255753,459,Employed,0,2024-10,Bad
377,5,10000,2024-08-05,24,60,45705.701065178124,439,Employed,0,2024-08,Good
378,8472,5000,2024-01-06,24,40,88464.27667649848,629,Employed,0,2024-01,Bad
379,7591,10000,2024-09-23,12,51,72934.06583138404,681,Employed,0,2024-09,Bad
380,3020,25000,2024-08-22,12,60,36870.347456720956,331,Employed,1,2024-08,Good
381,5358,10000,2024-05-03,36,65,85998.61349355069,563,Self-Employed,0,2024-05,Bad
382,2365,25000,2024-02-29,24,51,62058.6267099459,596,Contractor,0,2024-02,Good
383,127,5000,2024-01-10,12,51,46644.16695072406,634,Employed,0,2024-01,Bad
384,4827,5000,2024-01-16,24,50,31376.80532337069,517,Employed,0,2024-01,Bad
385,3250,15000,2024-03-24,24,61,79625.53330719496,688,Employed,0,2024-03,Bad
386,3902,25000,2024-06-20,24,47,35883.416287190135,584,Employed,0,2024-06,Bad
387,5158,15000,2024-05-26,36,53,114641.91027537099,407,Employed,0,2024-05,Bad
388,8675,15000,2024-04-09,24,63,20723.579941570446,670,Employed,0,2024-04,Good
389,3040,15000,2024-09-27,36,30,94277.54929173898,812,Self-Employed,0,2024-09,Bad
390,4411,25000,2024-08-02,12,58,25826.015720816176,584,Employed,0,2024-08,Good
391,9700,10000,2024-03-25,12,57,20000.0,573,Employed,1,2024-03,Bad
392,9131,25000,2024-02-08,24,41,33915.94348300274,383,Employed,0,2024-02,Good
393,17,10000,2024-01-05,24,20,81772.78120692188,536,Self-Employed,0,2024-01,Bad
394,8005,25000,2024-03-26,36,43,74222.93007270616,548,Self-Employed,0,2024-03,Bad
395,7084,5000,2024-10-13,24,42,66161.53182885474,502,Employed,0,2024-10,Bad
396,5076,5000,2024-07-25,24,25,39135.05100983363,555,Employed,1,2024-07,Good
397,3943,10000,2024-02-07,24,58,87090.16964985423,466,Contractor,0,2024-02,Good
398,6173,15000,2024-09-12,36,51,85661.32777146906,362,Employed,1,2024-09,Bad
399,3618,15000,2024-06-28,36,52,91604.2675585261,686,Employed,0,2024-06,Bad
400,9226,15000,2024-01-19,24,53,76689.37281205393,824,Employed,0,2024-01,Bad
401,6231,15000,2024-06-11,24,49,65821.58434950533,472,Employed,0,2024-06,Bad
402,8662,25000,2024-07-20,12,37,92778.63038011157,660,Employed,0,2024-07,Good
403,1325,5000,2024-09-27,36,61,55013.36273817868,645,Employed,0,2024-09,Bad
404,3278,25000,2024-03-28,12,31,45951.46904662291,331,Self-Employed,1,2024-03,Bad
405,1625,25000,2024-06-23,24,24,96714.58089118674,601,Employed,0,2024-06,Bad
406,7250,25000,2024-08-30,24,54,72831.04234234041,702,Self-Employed,0,2024-08,Good
407,9428,10000,2024-05-27,24,42,65316.36160371636,484,Employed,0,2024-05,Bad
408,119,5000,2024-09-21,24,59,54406.007949432416,309,Employed,0,2024-09,Bad
409,7304,10000,2024-01-05,36,57,113055.61400673632,456,Employed,1,2024-01,Bad
410,7941,15000,2024-05-18,24,66,69841.75045870422,325,Employed,1,2024-05,Bad
411,8980,5000,2024-04-12,12,52,103536.42987080634,800,Employed,0,2024-04,Good
412,6521,10000,2024-12-12,12,67,49025.37364833306,388,Employed,0,2024-12,Bad
413,2476,10000,2024-09-14,12,21,59223.51157897754,717,Employed,0,2024-09,Bad
414,2768,25000,2024-06-28,36,46,38524.071949697565,842,Employed,0,2024-06,Bad
415,9620,10000,2024-09-02,12,69,65426.72062999315,482,Employed,0,2024-09,Bad
