user_id,age,annual_income,credit_score,employment_status
456,23,44961.81024738646,743,Employed
457,32,56320.33762219344,667,Self-Employed
458,60,84270.05549969929,446,Employed
459,54,38654.11261589136,803,Employed
460,50,75695.35987882258,729,Employed
461,25,22452.444249541615,739,Contractor
462,61,50966.55008894485,497,Self-Employed
463,61,56762.767494550346,586,Employed
464,22,106871.49182285162,668,Employed
465,56,58129.9423811828,539,Employed
466,21,20000.0,586,Employed
467,23,20000.0,694,Self-Employed
468,62,65850.73965866702,817,Employed
469,49,80344.27139474772,359,Employed
470,69,74386.39644068132,844,Employed
471,47,69189.25264502475,602,Self-Employed
472,64,94056.48993764167,543,Employed
473,52,51510.21948157171,506,Self-Employed
474,57,87372.76390067063,674,Employed
475,69,24199.627874339567,582,Employed
476,33,42376.30417654834,777,Employed
477,30,20000.0,321,Employed
478,67,58128.86748325519,648,Self-Employed
479,59,63843.46956834144,788,Self-Employed
480,47,67852.53730566299,557,Employed
481,36,66547.08382217838,346,Employed
482,34,41811.166729706805,326,Employed
483,36,60243.97888966961,326,Employed
484,45,27563.833284856286,696,Employed
485,43,99080.72437830626,444,Employed
486,54,57409.348177549975,821,Self-Employed
487,43,52777.84702390772,420,Self-Employed
488,40,104723.50821110207,761,Employed
489,26,33943.83666126927,681,Self-Employed
490,29,36860.32214920077,717,Employed
491,18,37594.49187828587,626,Employed
492,18,63303.21545751295,690,Employed
493,64,75790.79074093993,596,Employed
494,51,83491.88670294583,383,Self-Employed
495,49,129299.88293737422,445,Self-Employed
496,65,20000.0,470,Employed
497,42,80218.38972811043,633,Employed
498,57,51071.73568569422,723,Employed
499,62,50339.621277780665,608,Employed
500,18,49505.69679365306,825,Self-Employed
501,33,42280.75822980067,646,Contractor
502,56,107113.1208650863,601,Employed
503,22,86057.43317534757,646,Self-Employed
504,39,65579.89946393437,707,Employed
505,46,98775.39381217501,432,Employed
506,20,27186.775867528107,405,Employed
507,29,31732.371716726848,470,Self-Employed
508,43,20000.0,549,Employed
509,33,47514.63649691781,843,Self-Employed
510,68,69042.46316761883,561,Employed
511,54,67571.46444830835,793,Employed
512,39,68733.54777649701,543,Employed
513,46,29723.57922334795,750,Self-Employed
514,31,85078.86856535055,589,Employed
515,45,70990.68795597495,562,Self-Employed
516,22,83326.35703664996,613,Employed
517,64,20000.0,384,Employed
518,66,72787.27146994475,714,Self-Employed
519,47,35305.86900206182,628,Employed
520,63,55066.918686215955,344,Self-Employed
521,69,78359.12246590959,632,Employed
522,22,67277.34015639783,764,Employed
523,29,43711.50050551703,499,Self-Employed
524,33,65156.828904610455,500,Self-Employed
525,43,26711.617118908922,628,Employed
526,43,93756.6848974574,539,Employed
527,65,59867.89951259372,658,Employed
528,38,92963.74860638315,659,Employed
529,56,51836.707822598924,677,Employed
530,53,51910.60028983543,684,Employed
531,50,45895.33033405384,764,Self-Employed
532,47,86904.34829232687,521,Self-Employed
533,54,47264.2210667881,664,Employed
534,40,81114.8858103794,371,Self-Employed
535,27,55438.69005826775,539,Employed
536,22,20000.0,803,Employed
537,53,50742.14830533835,713,Self-Employed
538,51,35522.2946409288,426,Self-Employed
539,69,65847.56809205844,786,Employed
540,48,35239.80660813775,826,Self-Employed
541,27,88149.37751786542,547,Employed
542,36,62723.10349117432,781,Self-Employed
543,49,60560.100131031526,611,Employed
544,18,81397.30344468956,743,Self-Employed
545,22,89097.67335189656,582,Employed
546,62,64497.53120575871,301,Employed
547,21,45719.99251126773,373,Employed
548,33,20650.75959719676,363,Employed
549,41,47848.7560741205,646,Employed
550,33,49569.693833800964,623,Contractor
551,19,67676.43632480742,538,Self-Employed
552,66,56371.32797154932,696,Employed
553,45,82198.3243012857,636,Self-Employed
554,49,49675.418218232764,640,Employed
555,44,63573.97082867646,578,Employed
556,37,94599.68607992223,652,Self-Employed
557,41,73545.63034887417,762,Employed
558,29,63499.06145778589,761,Self-Employed
559,67,49951.388951620575,592,Self-Employed
560,52,49169.21508212557,706,Employed
561,50,43734.668676201305,461,Employed
562,50,51474.82835542752,802,Employed
563,68,83891.64596860786,747,Contractor
564,60,59452.79321769328,754,Employed
565,54,31255.673265469224,564,Employed
566,29,109204.23232649459,431,Employed
567,20,72999.12977862908,419,Employed
568,18,29826.414987170763,518,Self-Employed
569,50,53953.7768189794,716,Employed
570,57,67772.15957071044,804,Contractor
571,27,107614.80233243442,599,Employed
572,60,37297.18854352827,408,Employed
573,61,89401.01798389867,537,Employed
574,46,99987.16067430857,592,Contractor
575,30,49283.64237313574,486,Employed
576,29,58062.159528494165,335,Employed
577,48,39092.26881565574,555,Employed
578,63,59913.47147299238,734,Employed
579,19,64085.25064142672,307,Employed
580,68,81491.24995205927,477,Employed
581,67,92254.58677551117,541,Employed
582,52,46297.59838445882,340,Employed
583,40,20000.0,656,Self-Employed
584,34,64468.880518093945,412,Employed
585,43,72338.43824921601,465,Employed
586,25,71235.44219212604,803,Employed
587,46,56833.1688122739,377,Employed
588,43,68118.80249159836,495,Employed
589,27,102886.12020880618,701,Employed
590,43,74543.35422406273,363,Employed
591,51,55665.78937492289,724,Employed
592,68,52495.05457260011,341,Employed
593,58,60753.691058056735,672,Contractor
594,24,105918.49904576599,605,Contractor
595,21,60417.48226184507,508,Self-Employed
596,67,64505.1413869823,766,Employed
597,62,52942.160726592425,603,Employed
598,28,92474.58393604912,691,Self-Employed
599,46,113995.93136861688,452,Employed
600,53,76265.32623578471,661,Employed
601,42,67069.32259463564,563,Employed
602,38,65919.57082935587,515,Employed
603,53,20000.0,842,Self-Employed
604,27,83628.77160712043,823,Self-Employed
605,54,68354.16039989609,493,Self-Employed
606,26,75708.55126651813,326,Self-Employed
607,41,47213.445147907376,345,Employed
608,52,55388.57802557271,357,Self-Employed
609,66,54724.37658742067,312,Employed
610,52,90540.57460182597,348,Employed
611,65,55531.004084922664,393,Employed
612,53,117066.50805274493,750,Self-Employed
613,35,75771.56047537594,678,Contractor
614,66,33107.93350010671,309,Employed
615,56,61786.34266870108,815,Employed
616,49,48708.12194608961,523,Employed
617,41,20000.0,680,Employed
618,40,104986.77350284474,840,Employed
619,49,82578.56355550009,601,Self-Employed
620,54,78330.18294748281,502,Employed
621,29,69135.0915074926,495,Employed
622,66,30449.560782689055,621,Self-Employed
623,30,52909.57151111408,717,Employed
624,40,86044.51936960031,641,Employed
625,42,38719.49925543743,688,Self-Employed
626,52,20000.0,308,Self-Employed
627,58,59322.34980547685,831,Employed
628,47,61456.061149311536,448,Employed
629,34,68389.08541036773,682,Employed
630,66,83212.9660878634,828,Employed
631,37,80940.14530578021,311,Employed
632,65,71469.24513109804,775,Employed
633,42,94888.28470216773,352,Self-Employed
634,39,27025.755479667132,735,Employed
635,30,77614.54536193475,505,Employed
636,36,80663.45908342356,353,Employed
637,66,34010.94284799401,789,Employed
638,53,27428.234782940264,643,Employed
639,29,46351.44683810997,468,Self-Employed
640,58,48461.4639371177,460,Employed
641,36,83835.48658756076,826,Employed
642,29,49636.530407722625,826,Employed
643,26,43591.287042969896,586,Employed
644,24,49709.156582636024,711,Employed
645,45,92965.80835385529,821,Employed
646,31,65326.0843594238,498,Employed
647,48,60518.72436607721,460,Employed
648,69,62249.862532473715,688,Contractor
649,36,97301.50835816306,773,Employed
650,64,46270.70683491895,680,Employed
651,33,97887.7072735026,423,Employed
652,22,70262.40747303759,371,Employed
653,52,60989.51545061631,467,Employed
654,29,127522.51244835704,583,Employed
655,42,38609.01275503509,793,Employed
656,69,56157.85601082485,335,Self-Employed
657,38,34189.2190209,474,Employed
658,53,88811.54926340423,498,Contractor
659,40,107229.72334129197,415,Self-Employed
660,33,106748.06953511597,614,Employed
661,56,95598.71882865012,519,Employed
662,62,60059.48830510086,433,Employed
663,59,55868.97556275384,421,Employed
664,56,23220.755687648372,720,Employed
665,31,115896.83837954482,791,Employed
666,48,76724.45195371169,588,Contractor
667,22,52701.077378262926,352,Employed
668,52,98201.42222467418,504,Employed
669,40,40680.88708099998,647,Employed
670,46,75165.55085556685,350,Employed
671,60,60684.27164272913,339,Self-Employed
672,28,80966.92849700752,549,Employed
673,35,63410.66152034696,517,Employed
674,64,28726.802722219392,478,Self-Employed
675,29,66889.40931675094,482,Self-Employed
676,26,91221.60354688406,463,Self-Employed
677,27,64269.58985365037,676,Self-Employed
678,61,84377.87803972715,796,Employed
679,34,38861.76285814867,760,Employed
680,55,64343.4801682537,773,Employed
681,24,49387.23862278557,336,Employed
682,63,83674.52100261775,618,Employed
683,30,65787.2890565499,711,Self-Employed
684,57,82251.84190841531,655,Employed
685,59,92192.76065394665,528,Contractor
686,26,82290.46437803471,563,Employed
687,67,71827.96085734111,786,Employed
688,44,40044.69353721487,651,Employed
689,19,64930.34723332747,741,Employed
690,22,51672.739949604176,758,Employed
691,46,56398.40108239434,324,Employed
692,54,55636.64623124373,430,Employed
693,55,40501.86063044389,669,Contractor
694,36,20000.0,735,Employed
695,25,48296.42379180583,523,Employed
696,65,69834.48629810398,651,Employed
697,62,31295.573864312748,784,Employed
698,18,65392.05591179061,496,Self-Employed
699,39,112506.71060777412,408,Self-Employed
700,69,90576.41388130598,519,Contractor
701,34,106088.53772801324,618,Employed
702,24,74778.19692331816,381,Employed
703,42,94187.74557466115,836,Self-Employed
704,62,46900.88173830531,731,Contractor
705,21,48891.49332445039,307,Contractor
706,53,20000.0,448,Self-Employed
707,23,94653.63685105747,397,Employed
708,48,103508.09949549715,400,Employed
709,36,51170.56886631825,666,Self-Employed
710,61,58651.20734006912,761,Self-Employed
711,56,46153.44715772597,713,Self-Employed
712,44,74566.3387869373,558,Employed
713,27,93123.31363258102,655,Employed
714,43,21430.700652973974,310,Employed
715,36,75235.96326605631,715,Employed
716,56,58083.20570702136,549,Employed
717,20,67834.85979916723,849,Contractor
718,62,76474.85004185728,421,Employed
719,30,60294.939030679474,364,Employed
720,67,62410.328664855486,601,Employed
721,45,59653.120811134024,424,Employed
722,37,89257.90504470703,611,Employed
723,45,75468.99900318742,490,Contractor
724,25,70514.58844343403,749,Employed
725,58,33226.20697269293,458,Employed
726,56,55535.50641967115,652,Self-Employed
727,18,87466.72900847936,562,Employed
728,20,65942.41432809808,705,Employed
729,30,81488.28673972846,316,Employed
730,45,109162.79500819085,559,Employed
731,66,90965.15173022042,654,Employed
732,42,67328.95844249356,788,Employed
733,50,52225.27074510682,513,Self-Employed
734,55,20000.0,538,Employed
735,23,60790.376938178684,479,Employed
736,61,56849.68760457877,718,Employed
737,62,74759.1548598844,442,Employed
738,49,61152.36932563281,616,Employed
739,62,56990.373514080144,543,Self-Employed
740,64,20515.026737319487,531,Employed
741,38,41500.80427124834,602,Employed
742,33,76916.27602001393,630,Contractor
743,38,107897.69077831737,547,Employed
744,28,62561.865406359415,582,Employed
745,54,73195.27683935309,586,Employed
746,53,88811.95392382014,331,Employed
747,52,44727.65159499376,799,Employed
748,36,74170.35108213605,829,Employed
749,37,46487.74734169604,680,Employed
750,35,86620.61096227528,362,Employed
751,64,68785.07619879332,427,Self-Employed
752,58,72461.295349536,827,Employed
753,66,45435.035064535274,462,Employed
754,31,82675.80899026962,550,Employed
